region,ownd,inc,sex,wlth,donr,RANGE_gifa,RANGE_gifdol,RANGE_gifl,RANGE_gifr,RANGE_hv,RANGE_incavg,RANGE_incmed,RANGE_kids,RANGE_lag,RANGE_low,RANGE_mdon,RANGE_npro,_WARN_,U_donr,b_donr,EM_SEGMENT,EM_EVENTPROBABILITY,EM_PROBABILITY,EM_CLASSIFICATION
ter1,1,3,0,2,,0.109780439,0.140512821,0.037558685,0.081395349,0.497723824,0.21978022,0.247349823,0.2,0.212121212,0.022988506,0.371428571,0.590062112,,0,11,11,0.423718653,0.576281347,0
ter1,1,4,0,9,,0.071571143,0.166666667,0.010954617,0.058139535,0.236722307,0.201465201,0.201413428,0.2,0.151515152,0.08045977,0.285714286,0.633540373,,1,4,4,0.96110152,0.96110152,1
ter1,1,1,1,5,,0.155973767,0.017435897,0.029733959,0.063953488,0.124430956,0.168498168,0.081272085,0.4,0.121212121,0.195402299,0.542857143,0.204968944,,0,18,18,0.002411662,0.997588338,0
ter2,1,4,0,6,,0.138294839,0.011794872,0.03599374,0.093023256,0.226100152,0.124542125,0.098939929,0.8,0.060606061,0.137931034,0.371428571,0.167701863,,1,10,10,0.557871923,0.557871923,1
ter1,1,3,1,8,,0.094952951,0.031794872,0.014084507,0.063953488,0.107738998,0.065934066,0.09540636,0.4,0.151515152,0.310344828,0.228571429,0.322981366,,0,13,13,0.184349956,0.815650044,0
ter4,1,4,1,2,,0.187482179,0.025128205,0.031298905,0.220930233,0.174506829,0.19047619,0.123674912,0.4,0.03030303,0.068965517,0.085714286,0.217391304,,0,14,14,0.085812596,0.914187404,0
ter5,1,4,1,5,,0.127744511,0.034358974,0.020344288,0.081395349,0.235204856,0.179487179,0.197879859,0.2,0.181818182,0.08045977,0.371428571,0.472049689,,1,10,10,0.675623803,0.675623803,1
ter5,0,6,0,7,,0.119617907,0.032820513,0.021909233,0.081395349,0.28831563,0.164835165,0.159010601,0.4,0.272727273,0.011494253,0.457142857,0.316770186,,0,19,19,0.000230961,0.999769039,0
ter1,1,5,0,8,,0.095095523,0.028717949,0.015649452,0.052325581,0.144157815,0.120879121,0.109540636,0.6,0.090909091,0.114942529,0.371428571,0.440993789,,0,12,12,0.236687792,0.763312208,0
ter5,1,4,1,2,,0.015255204,0.042564103,0.00312989,0.01744186,0.277693475,0.241758242,0.16254417,1,0.151515152,0,0.485714286,0.428571429,,0,19,19,0.000213259,0.999786741,0
ter5,1,4,1,3,,0.106928999,0.161025641,0.020344288,0.069767442,0.065250379,0.021978022,0.056537102,0,0.242424242,0.471264368,0.314285714,0.826086957,,1,8,8,0.83821034,0.83821034,1
ter3,1,4,0,3,,0.191759338,0.061025641,0.039123631,0.11627907,0.153262519,0.128205128,0.070671378,0.8,0.181818182,0.402298851,0.428571429,0.329192547,,0,19,19,0.000271632,0.999728368,0
ter4,1,6,1,6,,0.113772455,0.077435897,0.010954617,0.023255814,0.027314112,0.014652015,0.042402827,0.2,0.181818182,0.494252874,0.057142857,0.459627329,,0,14,14,0.076928507,0.923071493,0
ter4,1,4,1,8,,0.226974622,0.015384615,0.040688576,0.197674419,0.298937785,0.194139194,0.222614841,0.4,0.272727273,0.022988506,0.314285714,0.285714286,,0,12,12,0.383347271,0.616652729,0
ter5,1,2,1,8,,0.05275164,0.017948718,0.007824726,0.034883721,0.242792109,0.238095238,0.265017668,0.4,0.303030303,0.022988506,0.428571429,0.173913043,,0,16,16,0.008193968,0.991806032,0
ter5,1,3,1,4,,0.097661819,0.013846154,0.020344288,0.052325581,0.273141123,0.271062271,0.197879859,0.6,0.181818182,0,0.542857143,0.192546584,,0,19,19,0.000559799,0.999440201,0
ter4,1,4,1,9,,0.134730539,0.018974359,0.025039124,0.069767442,0.268588771,0.32967033,0.219081272,0.2,0.060606061,0,0.8,0.211180124,,0,11,11,0.404167598,0.595832402,0
ter3,1,4,1,6,,0.070002851,0.024102564,0.012519562,0.034883721,0.198786039,0.172161172,0.201413428,0.2,0.090909091,0.091954023,0.4,0.260869565,,1,7,7,0.882979131,0.882979131,1
ter3,1,7,1,6,,0.021813516,0.108205128,0.00312989,0.029069767,0.165402124,0.131868132,0.045936396,0.6,0.242424242,0.333333333,0.457142857,0.627329193,,0,18,18,0.001982677,0.998017323,0
ter1,1,4,1,0,,0.198745366,0.111794872,0.042253521,0.098837209,0.309559939,0.179487179,0.208480565,1,0.212121212,0.08045977,0.457142857,0.689440994,,0,18,18,0.002411995,0.997588005,0
ter4,1,1,0,8,,0.224265754,0.042051282,0.056338028,0.104651163,0.279210926,0.175824176,0.123674912,0.4,0.333333333,0.068965517,0.485714286,0.298136646,,0,18,18,0.001218466,0.998781534,0
ter1,0,2,1,4,,0.197889934,0.013846154,0.026604069,0.122093023,0.147192716,0.117216117,0.134275618,0.4,0.606060606,0.275862069,0.2,0.130434783,,0,20,20,1.98437E-05,0.999980156,0
ter2,0,5,1,8,,0.172512119,0.031282051,0.128325509,0.058139535,0.101669196,0.080586081,0.074204947,0.4,0.151515152,0.172413793,0.428571429,0.316770186,,0,17,17,0.003203388,0.996796612,0
ter1,0,6,0,1,,0.204875962,0.032820513,0.059467919,0.186046512,0.118361153,0.102564103,0.102473498,0.4,0.060606061,0.091954023,0.514285714,0.254658385,,0,20,20,6.37946E-05,0.999936205,0
ter4,1,4,1,9,,0.067579127,0.022051282,0.007824726,0.034883721,0.229135053,0.263736264,0.28975265,0.4,0.151515152,0.034482759,0.514285714,0.211180124,,1,11,11,0.525992131,0.525992131,1
ter4,0,2,1,4,,0.103222127,0.019487179,0.026604069,0.063953488,0.224582701,0.241758242,0.134275618,0.4,0.333333333,0.034482759,0.628571429,0.211180124,,0,20,20,3.8445E-05,0.999961555,0
ter1,1,4,1,8,,0.102794411,0.037435897,0.017214397,0.139534884,0.121396055,0.095238095,0.067137809,0.6,0.060606061,0.436781609,0.257142857,0.279503106,,0,12,12,0.319525933,0.680474067,0
ter2,0,4,1,9,,0.04134588,0.042051282,0.00312989,0.034883721,0.031866464,0.036630037,0.03180212,1,0.151515152,0.482758621,0.514285714,0.440993789,,0,19,19,0.000239002,0.999760998,0
ter2,1,4,1,8,,0.22968349,0.011794872,0.040688576,0.156976744,0.153262519,0.095238095,0.045936396,0,0.242424242,0.310344828,0.2,0.105590062,,1,3,3,0.977057402,0.977057402,1
ter4,0,2,1,0,,0.059024808,0.007179487,0.00312989,0.034883721,0.206373293,0.161172161,0.102473498,0,0.151515152,0.275862069,0.257142857,0.074534161,,0,19,19,0.000149449,0.999850551,0
ter4,1,5,0,8,,0.094952951,0.028717949,0.018779343,0.098837209,0.180576631,0.142857143,0.173144876,0,0.242424242,0.103448276,0.285714286,0.329192547,,1,7,7,0.887215811,0.887215811,1
ter4,1,2,1,8,,0.237810094,0.198461538,0.122065728,0.110465116,0.151745068,0.10989011,0.084805654,1,0.242424242,0.24137931,0.4,0.813664596,,0,19,19,0.000362835,0.999637165,0
ter5,1,4,1,9,,0.064442543,0.069230769,0.010954617,0.052325581,0.109256449,0.102564103,0.056537102,0,0.121212121,0.195402299,0.285714286,0.590062112,,1,4,4,0.962534327,0.962534327,1
ter5,1,1,1,3,,0.163957799,0.047692308,0.018779343,0.127906977,0.103186646,0.102564103,0.074204947,0.4,0.181818182,0.172413793,0.4,0.559006211,,0,19,19,0.000314815,0.999685185,0
ter3,1,7,1,8,,0.085970915,0.015384615,0.009389671,0.040697674,0.148710167,0.095238095,0.123674912,0.6,0.181818182,0.16091954,0.257142857,0.105590062,,0,17,17,0.004061337,0.995938663,0
ter3,0,7,1,5,,0.067721699,0.024102564,0.017214397,0.029069767,0.31107739,0.245421245,0.137809187,0.6,0.121212121,0.045977011,0.342857143,0.236024845,,0,20,20,1.63366E-05,0.999983663,0
ter2,1,5,1,0,,0.122754491,0.005128205,0.015649452,0.040697674,0.35660091,0.289377289,0.212014134,0.6,0.181818182,0.011494253,0.971428571,0.055900621,,0,15,15,0.040561365,0.959438635,0
ter1,1,2,1,8,,0.106358711,0.071282051,0.009389671,0.029069767,0.261001517,0.274725275,0.081272085,0.2,0.03030303,0.057471264,0.2,0.534161491,,1,9,9,0.780814791,0.780814791,1
ter4,0,5,1,9,,0.156829199,0.062564103,0.029733959,0.156976744,0.365705615,0.161172161,0.127208481,0.6,0.181818182,0.057471264,0.342857143,0.565217391,,0,19,19,0.000279183,0.999720817,0
ter4,1,4,1,8,,0.087254063,0.02,0.015649452,0.040697674,0.019726859,0.021978022,0.024734982,0.8,0.121212121,0.827586207,0.542857143,0.279503106,,0,18,18,0.001011498,0.998988502,0
ter2,1,4,0,8,,0.051183348,0.01025641,0.012519562,0.040697674,0.394537178,0.358974359,0.381625442,0,0.121212121,0,0.342857143,0.099378882,,1,1,1,0.998817083,0.998817083,1
ter2,1,5,1,2,,0.121613915,0.042564103,0.012519562,0.023255814,0.183611533,0.161172161,0.084805654,0,0.484848485,0.287356322,0.571428571,0.546583851,,0,12,12,0.303897975,0.696102025,0
ter2,1,4,0,8,,0.102936983,0.032820513,0.009389671,0.052325581,0.148710167,0.076923077,0.038869258,0.2,0.212121212,0.67816092,0.142857143,0.453416149,,1,7,7,0.886718536,0.886718536,1
ter1,1,6,1,4,,0.057456516,0.025128205,0.009389671,0.01744186,0.151745068,0.128205128,0.159010601,0.4,0.03030303,0.091954023,0.485714286,0.329192547,,0,15,15,0.022614195,0.977385805,0
ter1,1,2,0,7,,0.160678643,0.024615385,0.023474178,0.122093023,0.280728376,0.197802198,0.123674912,0.2,0.424242424,0.057471264,0.457142857,0.254658385,,0,15,15,0.046388353,0.953611647,0
ter4,1,4,0,8,,0.144282863,0.051282051,0.039123631,0.162790698,0.113808801,0.06959707,0.074204947,0.4,0.212121212,0.310344828,0.314285714,0.453416149,,0,12,12,0.329979468,0.670020532,0
ter3,1,4,1,3,,0.163244939,0.055384615,0.045383412,0.063953488,0.229135053,0.117216117,0.120141343,0.6,0.333333333,0.057471264,0.085714286,0.633540373,,0,16,16,0.008246429,0.991753571,0
ter5,1,6,0,9,,0.029084688,0.014358974,0.00312989,0.01744186,0.138088012,0.084249084,0.081272085,0.2,0.090909091,0.24137931,0.2,0.068322981,,0,14,14,0.055642793,0.944357207,0
ter5,1,2,0,7,,0.051040776,0.224615385,0.017214397,0.058139535,0.127465857,0.073260073,0.081272085,0,0.151515152,0.24137931,0.428571429,0.844720497,,1,6,6,0.923931872,0.923931872,1
ter5,1,4,1,9,,0.181636727,0.052307692,0.056338028,0.13372093,0.169954476,0.117216117,0.077738516,0.6,0.272727273,0.183908046,0.314285714,0.577639752,,0,14,14,0.058342417,0.941657583,0
ter5,1,5,0,8,,0.140005703,0.022051282,0.010954617,0.029069767,0.169954476,0.098901099,0.127208481,0,0.060606061,0.183908046,0.171428571,0.142857143,,1,10,10,0.608864861,0.608864861,1
ter5,1,6,1,9,,0.125748503,0.008717949,0.029733959,0.081395349,0.227617602,0.153846154,0.130742049,0.4,0.181818182,0.149425287,0.4,0.068322981,,0,16,16,0.014993824,0.985006176,0
ter2,1,4,1,9,,0.028229256,0.046666667,0.001564945,0.01744186,0.194233687,0.128205128,0.159010601,0.8,0.181818182,0.103448276,0.485714286,0.559006211,,1,10,10,0.664163142,0.664163142,1
ter1,1,6,1,8,,0.133019675,0.02,0.025039124,0.093023256,0.203338392,0.186813187,0.077738516,0.4,0.121212121,0.172413793,0.542857143,0.124223602,,0,15,15,0.047443586,0.952556414,0
ter3,1,1,0,3,,0.04562304,0.015384615,0.00312989,0.01744186,0.443095599,0.278388278,0.268551237,0.4,0.151515152,0,0.4,0.086956522,,0,19,19,0.000324352,0.999675648,0
ter1,1,1,1,5,,0.030510408,0.034358974,0.004694836,0.046511628,0.634294385,0.395604396,0.385159011,0,0.303030303,0,0.2,0.298136646,,1,11,11,0.546918692,0.546918692,1
ter4,0,4,1,8,,0.036641004,0.002564103,0.007824726,0.01744186,0.163884674,0.179487179,0.208480565,0.8,0.090909091,0.068965517,0.2,0.049689441,,0,19,19,0.000348984,0.999651016,0
ter5,1,4,1,2,,0.090248075,0.044102564,0.012519562,0.01744186,0.245827011,0.186813187,0.166077739,0.4,0.151515152,0.022988506,0.571428571,0.440993789,,0,16,16,0.011852473,0.988147527,0
ter3,1,3,1,8,,0.151981751,0.039487179,0.043818466,0.093023256,0.118361153,0.095238095,0.074204947,0.4,0.242424242,0.367816092,0.457142857,0.49068323,,0,16,16,0.016650981,0.983349019,0
ter4,1,7,0,8,,0.204875962,0.022051282,0.062597809,0.220930233,0.118361153,0.102564103,0.088339223,0.6,0.818181818,0.103448276,0.285714286,0.198757764,,0,17,17,0.004024845,0.995975155,0
ter1,1,4,0,5,,0.0427716,0.010769231,0.009389671,0.023255814,0.104704097,0.065934066,0.067137809,0.2,0.212121212,0.172413793,0.542857143,0.080745342,,1,10,10,0.68785226,0.68785226,1
ter2,1,4,1,9,,0.090818363,0.055897436,0.018779343,0.093023256,0.139605463,0.098901099,0.056537102,0.4,0.060606061,0.287356322,0.542857143,0.397515528,,1,5,5,0.952625377,0.952625377,1
ter5,1,5,1,9,,0.186626747,0.022564103,0.031298905,0.069767442,0.062215478,0.087912088,0.113074205,0.4,0.090909091,0.16091954,0.2,0.260869565,,0,15,15,0.033277729,0.966722271,0
ter1,1,3,1,4,,0.603934987,0.026666667,0.089201878,0.354651163,0.341426404,0.212454212,0.16254417,0.4,0.181818182,0.022988506,0.314285714,0.316770186,,0,15,15,0.053156152,0.946843848,0
ter3,1,4,1,9,,0.125891075,0.104102564,0.023474178,0.127906977,0.393019727,0.307692308,0.332155477,0.4,0.181818182,0.011494253,0.685714286,0.621118012,,1,10,10,0.589966327,0.589966327,1
ter2,1,4,0,9,,0.125463359,0.018974359,0.023474178,0.058139535,0.145675266,0.080586081,0.06360424,0,0.121212121,0.16091954,1,0.428571429,,1,4,4,0.973053485,0.973053485,1
ter3,1,6,1,9,,0.076846307,0.018974359,0.00312989,0.011627907,0.176024279,0.146520147,0.144876325,0.6,0.121212121,0.103448276,0.314285714,0.366459627,,0,16,16,0.008247663,0.991752337,0
ter3,1,2,1,3,,0.157114343,0.019487179,0.03286385,0.087209302,0.119878604,0.106227106,0.035335689,0.8,0.090909091,0.287356322,0.314285714,0.186335404,,0,20,20,1.46328E-05,0.999985367,0
ter5,1,2,1,3,,0.199458226,0.037435897,0.028169014,0.122093023,0.280728376,0.146520147,0.166077739,0.4,0.696969697,0.091954023,0.457142857,0.422360248,,0,20,20,5.95183E-05,0.999940482,0
ter3,1,4,1,0,,0.150983747,0.055384615,0.009389671,0.046511628,0.057663126,0.051282051,0.045936396,1,0.181818182,0.390804598,0.314285714,0.335403727,,0,20,20,3.18864E-05,0.999968114,0
ter4,0,4,1,9,,0.311377246,0.066666667,0.225352113,0.38372093,0.238239757,0.172161172,0.166077739,0.8,0.181818182,0.011494253,0.542857143,0.304347826,,0,19,19,0.000256305,0.999743695,0
ter2,0,3,0,9,,0.398061021,0.041025641,0.158059468,0.354651163,0.183611533,0.153846154,0.088339223,0.6,0.090909091,0.24137931,0.342857143,0.192546584,,0,19,19,0.000561373,0.999438627,0
ter2,1,5,1,1,,0.070430567,0.15025641,0.007824726,0.034883721,0.198786039,0.146520147,0.176678445,0.4,0.060606061,0.091954023,0.514285714,0.776397516,,0,12,12,0.299400882,0.700599118,0
ter2,0,4,0,4,,0.208440262,0.031794872,0.06885759,0.215116279,0.086494689,0.054945055,0.084805654,0.4,0.121212121,0.287356322,0.428571429,0.285714286,,0,17,17,0.002849121,0.997150879,0
ter2,1,2,0,9,,0.187482179,0.047179487,0.073552426,0.151162791,0.050075873,0.043956044,0.067137809,0,0.151515152,0.333333333,0.514285714,0.366459627,,1,6,6,0.910662415,0.910662415,1
ter5,1,4,0,1,,0.03992016,0.002564103,0.010954617,0.023255814,0.213960546,0.139194139,0.134275618,0.4,0.151515152,0.149425287,0.514285714,0.074534161,,0,17,17,0.002688789,0.997311211,0
ter2,0,1,1,8,,0.124465355,0.01025641,0.034428795,0.11627907,0.241274659,0.15018315,0.180212014,0.2,0.090909091,0.057471264,0.514285714,0.099378882,,0,17,17,0.006029376,0.993970624,0
ter1,1,4,1,7,,0.124607927,0.037435897,0.03599374,0.122093023,0.077389985,0.025641026,0.045936396,0.2,0.151515152,0.540229885,0.542857143,0.440993789,,1,7,7,0.894697044,0.894697044,1
ter1,1,3,1,5,,0.030795552,0.047692308,0.00312989,0.029069767,0.209408194,0.234432234,0.190812721,0.4,0.181818182,0.045977011,0.514285714,0.391304348,,0,14,14,0.116220598,0.883779402,0
ter3,1,3,0,6,,0.00855432,0.015897436,0.001564945,0.011627907,0.3323217,0.278388278,0.208480565,0,0.181818182,0,0.285714286,0.167701863,,1,9,9,0.796638511,0.796638511,1
ter5,1,6,1,9,,0.111491303,0.031794872,0.017214397,0.063953488,0.300455235,0.194139194,0.134275618,0.2,0.121212121,0.045977011,0.514285714,0.409937888,,0,13,13,0.132472863,0.867527137,0
ter5,1,3,1,9,,0.114200171,0.08,0.03599374,0.075581395,0.292867982,0.179487179,0.109540636,0.4,0.393939394,0.068965517,0.6,0.614906832,,0,17,17,0.005989395,0.994010605,0
ter5,1,4,1,0,,0.05560308,0.058974359,0.018779343,0.104651163,0.118361153,0.080586081,0.042402827,0.4,0.212121212,0.367816092,0.428571429,0.453416149,,0,18,18,0.002334987,0.997665013,0
ter4,0,1,0,8,,0.329483889,0.02974359,0.076682316,0.104651163,0.694992413,0.523809524,0.32155477,0.6,0.121212121,0,0.257142857,0.329192547,,0,20,20,3.06595E-05,0.99996934,0
ter1,0,6,1,3,,0.048046764,0.038974359,0.010954617,0.046511628,0.308042489,0.186813187,0.159010601,0.6,0.060606061,0.011494253,0.428571429,0.50931677,,0,20,20,2.31615E-05,0.999976838,0
ter4,0,4,0,6,,0.125178215,0.060512821,0.039123631,0.11627907,0.370257967,0.205128205,0.134275618,0.6,0.060606061,0.034482759,0.2,0.48447205,,0,17,17,0.002718552,0.997281448,0
ter3,1,2,0,9,,0.133304819,0.141025641,0.056338028,0.215116279,0.15477997,0.106227106,0.084805654,0,0.090909091,0.16091954,0.4,0.596273292,,1,8,8,0.847462243,0.847462243,1
ter5,1,6,0,9,,0.185771315,0.008717949,0.034428795,0.13372093,0.306525038,0.139194139,0.141342756,0.8,0.454545455,0.045977011,0.142857143,0.062111801,,0,17,17,0.002764993,0.997235007,0
ter3,0,4,1,8,,0.091673795,0.038974359,0.015649452,0.058139535,0.083459788,0.10989011,0.141342756,0.6,0.212121212,0.149425287,0.314285714,0.285714286,,0,19,19,0.000391103,0.999608897,0
ter5,1,7,1,9,,0.034787568,0.010769231,0.004694836,0.011627907,0.15629742,0.117216117,0.134275618,0.4,0.060606061,0.137931034,0.2,0.149068323,,0,16,16,0.009236963,0.990763037,0
ter3,1,3,1,0,,0.02352438,0.018974359,0.00312989,0.034883721,0.22306525,0.142857143,0.144876325,0,0.454545455,0.057471264,0.4,0.242236025,,0,16,16,0.009956547,0.990043453,0
ter3,1,4,1,9,,0.185343599,0.027692308,0.025039124,0.110465116,0.297420334,0.168498168,0.137809187,0.2,0.363636364,0.16091954,0.314285714,0.217391304,,0,11,11,0.39346829,0.60653171,0
ter2,1,2,1,8,,0.144853151,0.022051282,0.03599374,0.081395349,0.257966616,0.15018315,0.106007067,0.4,0.212121212,0.16091954,0.657142857,0.298136646,,0,14,14,0.075739718,0.924260282,0
ter4,1,4,1,9,,0.051040776,0.038461538,0.020344288,0.093023256,0.125948407,0.106227106,0.137809187,0.8,0.151515152,0.149425287,0.514285714,0.385093168,,0,16,16,0.014609008,0.985390992,0
ter5,1,2,0,9,,0.182349587,0.049230769,0.076682316,0.087209302,0.17754173,0.091575092,0.067137809,0.4,0.151515152,0.114942529,0.228571429,0.378881988,,0,16,16,0.013847866,0.986152134,0
ter3,0,4,1,0,,0.177216995,0.014358974,0.018779343,0.081395349,0.195751138,0.135531136,0.116607774,0.8,0.060606061,0.252873563,0.285714286,0.099378882,,0,20,20,1.6085E-06,0.999998391,0
ter5,1,2,1,5,,0.351012261,0.04974359,0.073552426,0.127906977,0.176024279,0.15018315,0.09540636,0,0.303030303,0.206896552,0.457142857,0.565217391,,0,15,15,0.042578394,0.957421606,0
ter4,1,5,0,8,,0.235243798,0.041025641,0.158059468,0.13372093,0.162367223,0.124542125,0.06360424,0.4,0.303030303,0.229885057,0.257142857,0.236024845,,0,15,15,0.022478485,0.977521515,0
ter2,1,4,0,4,,0.066866267,0.015897436,0.007824726,0.058139535,0.224582701,0.128205128,0.116607774,0.6,0.121212121,0.229885057,0.342857143,0.217391304,,0,11,11,0.470573231,0.529426769,0
ter3,1,4,1,8,,0.190333618,0.018974359,0.03599374,0.139534884,0.165402124,0.15018315,0.180212014,0.8,0.151515152,0.068965517,0.2,0.124223602,,0,15,15,0.028096665,0.971903335,0
ter4,1,4,1,9,,0.186484175,0.018974359,0.018779343,0.063953488,0.065250379,0.054945055,0.045936396,0.4,0.090909091,0.402298851,0.371428571,0.192546584,,0,12,12,0.242059334,0.757940666,0
ter4,1,4,1,6,,0.288423154,0.026666667,0.114241002,0.197674419,0.132018209,0.095238095,0.035335689,0.4,0.090909091,0.390804598,0.228571429,0.260869565,,0,12,12,0.258414416,0.741585584,0
ter3,1,1,1,8,,0.161534075,0.10974359,0.028169014,0.098837209,0.13353566,0.087912088,0.077738516,0.6,0.363636364,0.16091954,0.542857143,0.559006211,,0,19,19,0.000408454,0.999591546,0
ter1,1,4,1,8,,0.078557171,0.024615385,0.006259781,0.046511628,0.312594841,0.263736264,0.265017668,0.4,0.303030303,0,0.485714286,0.385093168,,1,8,8,0.85370522,0.85370522,1
ter5,1,5,0,9,,0.066153407,0.017435897,0.00312989,0.029069767,0.174506829,0.091575092,0.074204947,0.4,0.090909091,0.298850575,0.4,0.149068323,,0,15,15,0.030049147,0.969950853,0
ter1,1,5,1,8,,0.070715711,0.068205128,0.020344288,0.063953488,0.144157815,0.157509158,0.159010601,0.4,0.272727273,0.172413793,0.342857143,0.49068323,,0,12,12,0.345155635,0.654844365,0
ter5,1,4,1,8,,0.136298831,0.085128205,0.040688576,0.075581395,0.160849772,0.087912088,0.120141343,0,0.121212121,0.206896552,0.314285714,0.559006211,,1,3,3,0.981261814,0.981261814,1
ter1,0,4,0,8,,0.064442543,0.015897436,0.006259781,0.046511628,0.142640364,0.175824176,0.155477032,0.2,0.151515152,0.011494253,0.428571429,0.136645963,,0,13,13,0.165851238,0.834148762,0
ter1,0,3,0,5,,0.174793271,0.036410256,0.017214397,0.081395349,0.118361153,0.128205128,0.109540636,0.8,0.151515152,0.218390805,0.942857143,0.335403727,,0,20,20,9.69609E-05,0.999903039,0
ter2,1,5,1,9,,0.175363559,0.02,0.017214397,0.104651163,0.162367223,0.285714286,0.123674912,0.6,0.060606061,0.149425287,0.228571429,0.267080745,,0,12,12,0.383922948,0.616077052,0
ter1,1,2,0,4,,0.101226119,0.052307692,0.026604069,0.098837209,0.086494689,0.10989011,0.141342756,0.4,0.151515152,0.16091954,0.257142857,0.459627329,,0,15,15,0.027869822,0.972130178,0
ter4,0,6,0,3,,0.055460508,0.032307692,0.014084507,0.052325581,0.100151745,0.087912088,0.084805654,0.6,0.151515152,0.114942529,0.285714286,0.347826087,,0,20,20,2.69397E-06,0.999997306,0
ter3,0,4,1,1,,0.170230967,0.013846154,0.017214397,0.069767442,0.229135053,0.186813187,0.215547703,0.2,0.090909091,0.08045977,0.457142857,0.062111801,,0,18,18,0.001020827,0.998979173,0
ter3,1,4,1,7,,0.184773311,0.042564103,0.026604069,0.058139535,0.203338392,0.10989011,0.116607774,0.6,0.090909091,0.126436782,0.285714286,0.52173913,,0,12,12,0.27845043,0.72154957,0
